PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,GroupID,GroupMemberNo,GroupSize,Deck,CabinNum,Side,Surname,AgeMissing,HomePlanetMissing,CryoSleepMissing,CabinMissing,DestinationMissing,VIPMissing,RoomServiceMissing,FoodCourtMissing,ShoppingMallMissing,SpaMissing,VRDeckMissing,NameMissing,AgeWasOutOfRange,SurnameFreq,CabinNumBin,TotalSpend,IsZeroSpend,SpendCount,IsChild,IsSenior,AgeGroup,LuxurySpend,BasicSpend,LuxuryShare,SpendPerActiveCategory,HasAnyLuxurySpend,IsSolo,IsMultiPassengerGroup,GroupMemberIsLeader,DeckSide,HomePlanetDestination
0008_03,Europa,False,B/1/P,55 Cancri e,45.0,False,39.0,7295.0,589.0,110.0,124.0,Wezena Flatic,0008,3,3,B,1,P,Flatic,0,0,0,0,0,0,0,0,0,0,0,0,0,3,CabinBin_1,8157.0,0,5,0,0,MiddleAge,234.0,7923.0,0.028683500858053445,1631.4,1,0,1,0,B_P,Europa_55 Cancri e
0009_01,Mars,False,F/1/P,TRAPPIST-1e,32.0,False,73.0,0.0,1123.0,0.0,113.0,Berers Barne,0009,1,1,F,1,P,Barne,0,0,0,0,0,0,0,0,0,0,0,0,0,4,CabinBin_1,1309.0,0,3,0,0,Adult,113.0,1196.0,0.08625954198473282,436.3333333333333,1,1,0,1,F_P,Mars_TRAPPIST-1e
0010_01,Earth,False,G/1/S,TRAPPIST-1e,48.0,False,719.0,1.0,65.0,0.0,24.0,Reney Baketton,0010,1,1,G,1,S,Baketton,0,0,0,0,0,0,0,0,0,0,0,0,0,5,CabinBin_1,809.0,0,4,0,0,MiddleAge,24.0,785.0,0.02962962962962963,202.25,1,1,0,1,G_S,Earth_TRAPPIST-1e
0011_01,Earth,False,F/2/P,TRAPPIST-1e,28.0,False,8.0,974.0,12.0,2.0,7.0,Elle Bertsontry,0011,1,1,F,2,P,Bertsontry,0,0,0,0,0,0,0,0,0,0,0,0,0,4,CabinBin_1,1003.0,0,5,0,0,YoungAdult,9.0,994.0,0.008964143426294821,200.6,1,1,0,1,F_P,Earth_TRAPPIST-1e
0012_01,Earth,False,Unknown,TRAPPIST-1e,31.0,False,32.0,0.0,876.0,0.0,0.0,Justie Pooles,0012,1,1,Unknown,-1,Unknown,Pooles,0,0,0,1,0,0,0,0,0,0,0,0,0,7,CabinBin_Missing,908.0,0,2,0,0,Adult,0.0,908.0,0.0,454.0,0,1,0,1,Unknown_Unknown,Earth_TRAPPIST-1e
0014_01,Mars,False,F/3/P,55 Cancri e,27.0,False,1286.0,122.0,0.0,0.0,0.0,Flats Eccle,0014,1,1,F,3,P,Eccle,0,0,0,0,0,0,0,0,1,0,0,0,0,1,CabinBin_1,1408.0,0,2,0,0,YoungAdult,0.0,1408.0,0.0,704.0,0,1,0,1,F_P,Mars_55 Cancri e
0015_01,Earth,False,F/4/P,55 Cancri e,24.0,False,0.0,1.0,0.0,0.0,637.0,Carry Hughriend,0015,1,1,F,4,P,Hughriend,0,0,0,0,0,0,0,0,0,0,0,0,0,7,CabinBin_1,638.0,0,2,0,0,YoungAdult,637.0,1.0,0.9968701095461658,319.0,1,1,0,1,F_P,Earth_55 Cancri e
0016_01,Mars,True,F/5/P,TRAPPIST-1e,45.0,False,0.0,0.0,0.0,0.0,0.0,Alus Upead,0016,1,1,F,5,P,Upead,0,0,0,0,0,0,0,0,0,0,0,0,0,3,CabinBin_1,0.0,1,0,0,0,MiddleAge,0.0,0.0,0.0,0.0,0,1,0,1,F_P,Mars_TRAPPIST-1e
0017_01,Earth,False,G/0/P,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Lyde Brighttt,0017,1,2,G,0,P,Brighttt,0,0,0,0,0,0,0,0,0,0,0,0,0,6,CabinBin_1,0.0,1,0,1,0,Child,0.0,0.0,0.0,0.0,0,0,1,1,G_P,Earth_TRAPPIST-1e
0017_02,Earth,False,F/6/P,55 Cancri e,14.0,False,412.0,0.0,1.0,0.0,679.0,Philda Brighttt,0017,2,2,F,6,P,Brighttt,0,0,0,0,0,0,0,0,0,0,0,0,0,6,CabinBin_1,1092.0,0,3,1,0,Teen,679.0,413.0,0.6212259835315646,364.0,1,0,1,0,F_P,Earth_55 Cancri e
0020_01,Earth,True,E/0/S,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,Almary Brantuarez,0020,1,6,E,0,S,Brantuarez,0,0,0,0,0,0,0,0,0,0,0,0,0,7,CabinBin_1,0.0,1,0,1,0,Child,0.0,0.0,0.0,0.0,0,0,1,1,E_S,Earth_TRAPPIST-1e
0020_02,Earth,True,E/0/S,55 Cancri e,49.0,False,0.0,0.0,0.0,0.0,0.0,Glendy Brantuarez,0020,2,6,E,0,S,Brantuarez,0,0,0,0,0,0,0,0,0,0,0,0,0,7,CabinBin_1,0.0,1,0,0,0,MiddleAge,0.0,0.0,0.0,0.0,0,0,1,0,E_S,Earth_55 Cancri e
0020_03,Earth,True,E/0/S,55 Cancri e,29.0,False,0.0,0.0,0.0,0.0,0.0,Mollen Mcfaddennon,0020,3,6,E,0,S,Mcfaddennon,0,0,0,0,0,0,0,0,1,0,0,0,0,6,CabinBin_1,0.0,1,0,0,0,YoungAdult,0.0,0.0,0.0,0.0,0,0,1,0,E_S,Earth_55 Cancri e
0020_04,Earth,False,E/0/S,TRAPPIST-1e,10.0,False,0.0,0.0,0.0,0.0,0.0,Breney Jacostanley,0020,4,6,E,0,S,Jacostanley,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CabinBin_1,0.0,1,0,1,0,Child,0.0,0.0,0.0,0.0,0,0,1,0,E_S,Earth_TRAPPIST-1e
0020_05,Earth,True,E/0/S,PSO J318.5-22,1.0,False,0.0,0.0,0.0,0.0,0.0,Mael Brantuarez,0020,5,6,E,0,S,Brantuarez,0,0,0,0,0,0,1,0,0,0,0,0,0,7,CabinBin_1,0.0,1,0,1,0,Child,0.0,0.0,0.0,0.0,0,0,1,0,E_S,Earth_PSO J318.5-22
0020_06,Earth,False,E/0/S,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,Terta Mcfaddennon,0020,6,6,E,0,S,Mcfaddennon,0,0,0,0,0,0,0,0,0,0,0,0,0,6,CabinBin_1,0.0,1,0,1,0,Child,0.0,0.0,0.0,0.0,0,0,1,0,E_S,Earth_TRAPPIST-1e
0022_01,Mars,False,D/0/P,TRAPPIST-1e,21.0,False,980.0,2.0,69.0,0.0,0.0,Unknown,0022,1,1,D,0,P,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,0,0,CabinBin_1,1051.0,0,3,0,0,YoungAdult,0.0,1051.0,0.0,350.3333333333333,0,1,0,1,D_P,Mars_TRAPPIST-1e
0024_01,Europa,True,C/2/S,TRAPPIST-1e,62.0,False,0.0,0.0,0.0,0.0,0.0,Penton Fullided,0024,1,1,C,2,S,Fullided,0,0,0,0,0,0,0,0,1,0,0,0,0,1,CabinBin_1,0.0,1,0,0,1,Senior,0.0,0.0,0.0,0.0,0,1,0,1,C_S,Europa_TRAPPIST-1e
0025_01,Earth,False,F/6/S,TRAPPIST-1e,15.0,False,0.0,225.0,0.0,998.0,0.0,Karard Brookenson,0025,1,1,F,6,S,Brookenson,0,0,0,0,0,0,0,0,0,0,0,0,0,3,CabinBin_1,1223.0,0,2,1,0,Teen,998.0,225.0,0.815359477124183,611.5,1,1,0,1,F_S,Earth_TRAPPIST-1e
0026_01,Europa,False,C/0/P,55 Cancri e,34.0,False,22.0,6073.0,0.0,1438.0,328.0,Anyoni Unconary,0026,1,1,C,0,P,Unconary,0,0,0,0,0,0,0,0,0,0,0,0,0,2,CabinBin_1,7861.0,0,4,0,0,Adult,1766.0,6095.0,0.22462477741032816,1965.25,1,1,0,1,C_P,Europa_55 Cancri e
0028_01,Mars,False,F/8/P,TRAPPIST-1e,43.0,False,1125.0,0.0,136.0,48.0,0.0,Ceros Mare,0028,1,1,F,8,P,Mare,0,0,0,0,0,0,0,0,0,0,0,0,0,5,CabinBin_1,1309.0,0,3,0,0,Adult,48.0,1261.0,0.0366412213740458,436.3333333333333,1,1,0,1,F_P,Mars_TRAPPIST-1e
0030_01,Earth,False,G/4/S,TRAPPIST-1e,32.0,False,0.0,850.0,81.0,437.0,453.0,Ginia Morsentley,0030,1,1,G,4,S,Morsentley,0,0,0,0,0,0,0,0,0,0,0,0,0,4,CabinBin_1,1821.0,0,4,0,0,Adult,890.0,931.0,0.4884742041712404,455.25,1,1,0,1,G_S,Earth_TRAPPIST-1e
0031_01,Mars,False,F/9/P,TRAPPIST-1e,47.0,False,214.0,0.0,1411.0,0.0,1229.0,Coobix Datie,0031,1,3,F,9,P,Datie,0,0,0,0,0,0,0,0,0,0,0,0,0,4,CabinBin_1,2854.0,0,3,0,0,MiddleAge,1229.0,1625.0,0.43047285464098073,951.3333333333334,1,0,1,1,F_P,Mars_TRAPPIST-1e
0031_02,Mars,False,F/9/P,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,Cinets Datie,0031,2,3,F,9,P,Datie,0,0,0,0,0,0,0,0,0,0,0,0,0,4,CabinBin_1,0.0,1,0,1,0,Child,0.0,0.0,0.0,0.0,0,0,1,0,F_P,Mars_TRAPPIST-1e
0031_03,Mars,False,F/9/P,TRAPPIST-1e,20.0,False,0.0,0.0,1750.0,990.0,0.0,Dontch Datie,0031,3,3,F,9,P,Datie,0,0,0,0,0,0,1,0,0,0,0,0,0,4,CabinBin_1,2740.0,0,2,0,0,YoungAdult,990.0,1750.0,0.36118205034658885,1370.0,1,0,1,0,F_P,Mars_TRAPPIST-1e
0034_01,Europa,True,D/1/S,55 Cancri e,28.0,False,0.0,0.0,0.0,0.0,0.0,Ziba Oingwhedly,0034,1,1,D,1,S,Oingwhedly,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CabinBin_1,0.0,1,0,0,0,YoungAdult,0.0,0.0,0.0,0.0,0,1,0,1,D_S,Europa_55 Cancri e
0035_01,Mars,False,D/1/P,55 Cancri e,23.0,False,784.0,964.0,0.0,951.0,0.0,Luse Butte,0035,1,1,D,1,P,Butte,0,0,0,0,0,0,0,0,0,0,0,0,0,5,CabinBin_1,2699.0,0,3,0,0,YoungAdult,951.0,1748.0,0.3522222222222222,899.6666666666666,1,1,0,1,D_P,Mars_55 Cancri e
0036_01,Earth,False,F/8/S,55 Cancri e,15.0,Unknown,0.0,492.0,48.0,20.0,401.0,Marina Leodger,0036,1,1,F,8,S,Leodger,0,0,0,0,0,1,0,0,0,0,0,0,0,5,CabinBin_1,961.0,0,4,1,0,Teen,421.0,540.0,0.4376299376299376,240.25,1,1,0,1,F_S,Earth_55 Cancri e
0038_01,Earth,False,F/10/S,55 Cancri e,20.0,False,554.0,195.0,0.0,2606.0,0.0,Loise Wheelez,0038,1,1,F,10,S,Wheelez,0,0,0,0,0,0,0,0,0,0,0,0,0,7,CabinBin_1,3355.0,0,3,0,0,YoungAdult,2606.0,749.0,0.7765196662693683,1118.3333333333333,1,1,0,1,F_S,Earth_55 Cancri e
0039_01,Earth,True,G/1/P,55 Cancri e,30.0,False,0.0,0.0,0.0,0.0,0.0,Jorgie Batthewitt,0039,1,1,G,1,P,Batthewitt,0,0,0,0,0,0,0,0,1,0,0,0,0,1,CabinBin_1,0.0,1,0,0,0,Adult,0.0,0.0,0.0,0.0,0,1,0,1,G_P,Earth_55 Cancri e
0041_01,Earth,True,G/2/P,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,Margia Moodsey,0041,1,1,G,2,P,Moodsey,0,0,0,0,0,0,0,0,0,0,0,0,0,10,CabinBin_1,0.0,1,0,1,0,Teen,0.0,0.0,0.0,0.0,0,1,0,1,G_P,Earth_TRAPPIST-1e
0043_01,Europa,False,B/3/P,TRAPPIST-1e,45.0,False,0.0,164.0,45.0,2511.0,855.0,Ankalik Cylistrand,0043,1,1,B,3,P,Cylistrand,0,0,0,0,0,0,0,0,0,0,0,0,0,2,CabinBin_1,3575.0,0,4,0,0,MiddleAge,3366.0,209.0,0.9412751677852349,893.75,1,1,0,1,B_P,Europa_TRAPPIST-1e
0044_01,Earth,True,G/3/P,TRAPPIST-1e,55.0,False,0.0,0.0,0.0,0.0,0.0,Jodye Coopelandez,0044,1,3,G,3,P,Coopelandez,0,0,0,0,0,0,0,0,0,0,0,0,0,6,CabinBin_1,0.0,1,0,0,0,MiddleAge,0.0,0.0,0.0,0.0,0,0,1,1,G_P,Earth_TRAPPIST-1e
0044_02,Earth,True,G/3/P,55 Cancri e,4.0,False,0.0,0.0,0.0,0.0,0.0,Kayne Coopelandez,0044,2,3,G,3,P,Coopelandez,0,0,0,0,0,0,0,0,0,0,0,0,0,6,CabinBin_1,0.0,1,0,1,0,Child,0.0,0.0,0.0,0.0,0,0,1,0,G_P,Earth_55 Cancri e
0044_03,Earth,True,G/3/P,PSO J318.5-22,21.0,False,0.0,0.0,0.0,0.0,0.0,Cassa Coopelandez,0044,3,3,G,3,P,Coopelandez,0,0,0,0,0,0,0,0,0,0,0,0,0,6,CabinBin_1,0.0,1,0,0,0,YoungAdult,0.0,0.0,0.0,0.0,0,0,1,0,G_P,Earth_PSO J318.5-22
0045_01,Mars,False,F/10/P,TRAPPIST-1e,21.0,False,970.0,0.0,180.0,0.0,64.0,Zelowl Chmad,0045,1,2,F,10,P,Chmad,0,0,0,0,0,0,0,0,0,0,0,0,0,4,CabinBin_1,1214.0,0,3,0,0,YoungAdult,64.0,1150.0,0.05267489711934156,404.6666666666667,1,0,1,1,F_P,Mars_TRAPPIST-1e
0045_02,Mars,True,F/10/P,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,Mass Chmad,0045,2,2,F,10,P,Chmad,0,0,0,0,1,0,0,0,0,0,0,0,0,4,CabinBin_1,0.0,1,0,0,0,YoungAdult,0.0,0.0,0.0,0.0,0,0,1,0,F_P,Mars_TRAPPIST-1e
0050_01,Earth,False,E/1/S,55 Cancri e,35.0,False,790.0,0.0,0.0,1.0,0.0,Sony Lancis,0050,1,1,E,1,S,Lancis,0,0,0,0,0,0,0,0,0,1,0,0,0,2,CabinBin_1,791.0,0,2,0,0,Adult,1.0,790.0,0.0012626262626262627,395.5,1,1,0,1,E_S,Earth_55 Cancri e
0051_01,Earth,False,E/2/S,TRAPPIST-1e,56.0,False,0.0,112.0,0.0,1379.0,127.0,Vivia Johnshines,0051,1,1,E,2,S,Johnshines,0,0,0,0,0,0,0,0,0,0,0,0,0,6,CabinBin_1,1618.0,0,3,0,0,MiddleAge,1506.0,112.0,0.9302038295243977,539.3333333333334,1,1,0,1,E_S,Earth_TRAPPIST-1e
0052_01,Earth,False,G/6/S,TRAPPIST-1e,27.0,False,4.0,0.0,2.0,4683.0,0.0,Elaney Hubbarton,0052,1,1,G,6,S,Hubbarton,1,0,0,0,0,0,0,0,0,0,0,0,0,8,CabinBin_1,4689.0,0,3,0,0,YoungAdult,4683.0,6.0,0.9985074626865672,1563.0,1,1,0,1,G_S,Earth_TRAPPIST-1e
0053_01,Earth,False,F/11/S,TRAPPIST-1e,25.0,False,0.0,0.0,1938.0,0.0,1.0,Elson Hickerson,0053,1,1,F,11,S,Hickerson,0,0,0,0,0,0,0,0,0,0,0,0,0,4,CabinBin_1,1939.0,0,2,0,0,YoungAdult,1.0,1938.0,0.0005154639175257732,969.5,1,1,0,1,F_S,Earth_TRAPPIST-1e
0056_01,Europa,False,A/1/S,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,Okulas Tractive,0056,1,3,A,1,S,Tractive,0,0,0,0,0,0,0,0,0,0,0,0,0,6,CabinBin_1,0.0,1,0,1,0,Child,0.0,0.0,0.0,0.0,0,0,1,1,A_S,Europa_TRAPPIST-1e
0056_02,Europa,True,A/1/S,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0,Instab Tractive,0056,2,3,A,1,S,Tractive,0,0,0,0,0,0,0,0,0,0,0,0,0,6,CabinBin_1,0.0,1,0,0,0,Adult,0.0,0.0,0.0,0.0,0,0,1,0,A_S,Europa_TRAPPIST-1e
0056_03,Europa,False,A/1/S,TRAPPIST-1e,27.0,False,279.0,605.0,3374.0,286.0,3.0,Zinoces Tractive,0056,3,3,A,1,S,Tractive,0,0,0,0,0,0,0,0,0,0,0,0,0,6,CabinBin_1,4547.0,0,5,0,0,YoungAdult,289.0,4258.0,0.06354441512752858,909.4,1,0,1,0,A_S,Europa_TRAPPIST-1e
0058_01,Earth,True,G/7/S,PSO J318.5-22,36.0,False,0.0,0.0,0.0,0.0,0.0,Warry Ayalazquez,0058,1,1,G,7,S,Ayalazquez,0,0,0,0,0,0,0,0,0,0,0,0,0,3,CabinBin_1,0.0,1,0,0,0,Adult,0.0,0.0,0.0,0.0,0,1,0,1,G_S,Earth_PSO J318.5-22
0061_01,Earth,False,F/12/S,TRAPPIST-1e,22.0,False,45.0,1096.0,148.0,1377.0,1.0,Shanya Salez,0061,1,1,F,12,S,Salez,0,0,0,0,0,0,0,0,0,0,0,0,0,4,CabinBin_1,2667.0,0,5,0,0,YoungAdult,1378.0,1289.0,0.5164917541229386,533.4,1,1,0,1,F_S,Earth_TRAPPIST-1e
0062_01,Earth,False,F/13/S,TRAPPIST-1e,62.0,False,0.0,592.0,0.0,17.0,25.0,Sterry Greeves,0062,1,1,F,13,S,Greeves,0,0,0,0,0,0,0,0,0,0,0,0,0,6,CabinBin_1,634.0,0,3,0,1,Senior,42.0,592.0,0.06614173228346457,211.33333333333334,1,1,0,1,F_S,Earth_TRAPPIST-1e
0064_01,Mars,True,F/14/S,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,Unknown,0064,1,2,F,14,S,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,0,0,CabinBin_1,0.0,1,0,1,0,Teen,0.0,0.0,0.0,0.0,0,0,1,1,F_S,Mars_TRAPPIST-1e
0064_02,Mars,True,E/3/S,TRAPPIST-1e,33.0,False,0.0,0.0,0.0,0.0,0.0,Colatz Keen,0064,2,2,E,3,S,Keen,0,1,0,0,0,0,0,0,1,0,0,0,0,1,CabinBin_1,0.0,1,0,0,0,Adult,0.0,0.0,0.0,0.0,0,0,1,0,E_S,Mars_TRAPPIST-1e
0066_01,Earth,False,G/6/P,TRAPPIST-1e,62.0,False,1.0,153.0,197.0,0.0,460.0,Diandy Pecketton,0066,1,1,G,6,P,Pecketton,0,0,0,0,0,0,0,0,0,0,0,0,0,3,CabinBin_1,811.0,0,4,0,1,Senior,460.0,351.0,0.5665024630541872,202.75,1,1,0,1,G_P,Earth_TRAPPIST-1e
0067_01,Earth,True,G/10/S,PSO J318.5-22,0.0,False,0.0,0.0,0.0,0.0,0.0,Ninaha Leeves,0067,1,3,G,10,S,Leeves,0,0,0,0,0,0,0,0,0,0,0,0,0,6,CabinBin_1,0.0,1,0,1,0,Child,0.0,0.0,0.0,0.0,0,0,1,1,G_S,Earth_PSO J318.5-22
0067_02,Earth,False,G/10/S,TRAPPIST-1e,18.0,False,1.0,258.0,446.0,0.0,0.0,Celine Leeves,0067,2,3,G,10,S,Leeves,0,0,0,0,0,0,0,0,0,0,0,0,0,6,CabinBin_1,705.0,0,3,0,0,YoungAdult,0.0,705.0,0.0,235.0,0,0,1,0,G_S,Earth_TRAPPIST-1e
0067_03,Earth,False,F/15/S,55 Cancri e,21.0,False,1946.0,37.0,0.0,0.0,24.0,Velyne Leeves,0067,3,3,F,15,S,Leeves,0,0,0,0,0,0,0,0,0,0,0,0,0,6,CabinBin_1,2007.0,0,3,0,0,YoungAdult,24.0,1983.0,0.01195219123505976,669.0,1,0,1,0,F_S,Earth_55 Cancri e
0068_01,Mars,False,E/4/S,TRAPPIST-1e,27.0,False,793.0,0.0,2.0,253.0,0.0,Cinst Binie,0068,1,1,E,4,S,Binie,1,0,0,0,0,0,0,0,0,0,0,0,0,3,CabinBin_1,1048.0,0,3,0,0,YoungAdult,253.0,795.0,0.24118207816968543,349.3333333333333,1,1,0,1,E_S,Mars_TRAPPIST-1e
0069_01,Earth,False,F/16/S,TRAPPIST-1e,42.0,False,887.0,0.0,9.0,6.0,0.0,Unknown,0069,1,1,F,16,S,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,0,0,CabinBin_1,902.0,0,3,0,0,Adult,6.0,896.0,0.006644518272425249,300.6666666666667,1,1,0,1,F_S,Earth_TRAPPIST-1e
0070_01,Earth,False,F/13/P,TRAPPIST-1e,19.0,False,190.0,0.0,5.0,1.0,726.0,Meremy Brighttt,0070,1,1,F,13,P,Brighttt,0,0,0,0,0,0,0,0,0,0,0,0,0,6,CabinBin_1,922.0,0,4,0,0,YoungAdult,727.0,195.0,0.7876489707475623,230.5,1,1,0,1,F_P,Earth_TRAPPIST-1e
0071_01,Earth,False,F/14/P,TRAPPIST-1e,17.0,False,16.0,2165.0,0.0,0.0,52.0,Nelly Dillines,0071,1,1,F,14,P,Dillines,0,0,0,0,0,0,0,0,0,0,0,0,0,3,CabinBin_1,2233.0,0,3,1,0,Teen,52.0,2181.0,0.023276633840644583,744.3333333333334,1,1,0,1,F_P,Earth_TRAPPIST-1e
0072_01,Earth,False,F/17/S,TRAPPIST-1e,14.0,False,0.0,1.0,0.0,0.0,1063.0,Thell Brantuarez,0072,1,1,F,17,S,Brantuarez,0,0,0,0,0,0,0,0,0,0,0,0,0,7,CabinBin_1,1064.0,0,2,1,0,Teen,1063.0,1.0,0.9981220657276996,532.0,1,1,0,1,F_S,Earth_TRAPPIST-1e
0073_01,Mars,False,D/3/P,PSO J318.5-22,37.0,False,46.0,83.0,738.0,0.0,12.0,Gorn Make,0073,1,1,D,3,P,Make,0,0,0,0,0,0,0,0,0,0,0,0,0,8,CabinBin_1,879.0,0,4,0,0,Adult,12.0,867.0,0.013636363636363636,219.75,1,1,0,1,D_P,Mars_PSO J318.5-22
0074_01,Europa,False,C/3/S,TRAPPIST-1e,42.0,False,1.0,8397.0,0.0,0.0,506.0,Aldibah Mostedry,0074,1,1,C,3,S,Mostedry,0,0,0,0,0,0,0,0,0,0,0,0,0,4,CabinBin_1,8904.0,0,3,0,0,Adult,506.0,8398.0,0.05682201010668164,2968.0,1,1,0,1,C_S,Europa_TRAPPIST-1e
0076_01,Mars,False,F/18/S,TRAPPIST-1e,27.0,False,147.0,0.0,1018.0,0.0,0.0,Conk Dal,0076,1,1,F,18,S,Dal,0,0,0,0,0,0,0,0,0,0,0,0,0,10,CabinBin_1,1165.0,0,2,0,0,YoungAdult,0.0,1165.0,0.0,582.5,0,1,0,1,F_S,Mars_TRAPPIST-1e
0077_01,Mars,False,F/15/P,TRAPPIST-1e,28.0,False,14.0,0.0,1295.0,0.0,0.0,Pon Blité,0077,1,1,F,15,P,Blité,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CabinBin_1,1309.0,0,2,0,0,YoungAdult,0.0,1309.0,0.0,654.5,0,1,0,1,F_P,Mars_TRAPPIST-1e
